id	genres	title
608	Crime,Drama,Thriller	Fargo,1996
609	Adventure,Children's	Homeward,Bound,II:,Lost,in,San,Francisco,1996
610	Action,Adventure,Animation,Horror,Sci-Fi	Heavy,Metal,1981
611	Action,Horror,Sci-Fi	Hellraiser:,Bloodline,1996
612	Comedy	Pallbearer,The,1996
613	Drama,Romance	Jane,Eyre,1996
614	Drama,Thriller	Loaded,1994
615	Drama	Bread,and,Chocolate,Pane,e,cioccolata,1973
616	Animation,Children's	Aristocats,The,1970
617	Drama	Flower,of,My,Secret,The,La,Flor,de,Mi,Secreto,1995
618	Comedy,Romance	Two,Much,1996
619	Comedy	Ed,1996
620	Drama	Scream,of,Stone,Schrei,aus,Stein,1991
621	Drama	My,Favorite,Season,1993
623	Romance	Modern,Affair,A,1995
624	Action,Drama,Thriller	Condition,Red,1995
625	Drama	Asfour,Stah,1990
626	Comedy	Thin,Line,Between,Love,and,Hate,A,1996
627	Drama,Thriller	Last,Supper,The,1995
628	Drama,Thriller	Primal,Fear,1996
629	Drama	Rude,1995
630	Drama,Romance	Carried,Away,1996
631	Animation,Children's,Musical	All,Dogs,Go,to,Heaven,2,1996
632	War	Land,and,Freedom,Tierra,y,libertad,1995
633	Comedy	Denise,Calls,Up,1995
634	Comedy	Theodore,Rex,1995
635	Comedy,Drama	Family,Thing,A,1996
636	Drama	Frisk,1995
637	Comedy	Sgt.,Bilko,1996
638	Romance	Jack,and,Sarah,1995
639	Comedy	Girl,6,1996
640	Drama,Thriller	Diabolique,1996
641	Comedy	Little,Indian,Big,City,Un,indien,dans,la,ville,1994
642	Drama	Roula,1995
643	Comedy	Peanuts,-,Die,Bank,zahlt,alles,1996
644	Comedy	Happy,Weekend,1996
645	Drama	Nelly,&,Monsieur,Arnaud,1995
647	Drama,War	Courage,Under,Fire,1996
648	Action,Adventure,Mystery	Mission:,Impossible,1996
649	Comedy,Drama	Cold,Fever,Á,köldum,klaka,1994
650	Drama	Moll,Flanders,1996
651	Comedy	Superweib,Das,1996
652	Mystery	301,302,1995
653	Action,Adventure,Fantasy	Dragonheart,1996
654	Drama,Romance	Und,keiner,weint,mir,nach,1996
655	Comedy	Mutters,Courage,1995
656	Comedy	Eddie,1996
657	Comedy,Drama	Yankee,Zulu,1994
658	Drama	Billy's,Holiday,1995
659	Crime,Thriller	Purple,Noon,1960
660	Drama	August,1996
661	Animation,Children's,Musical	James,and,the,Giant,Peach,1996
662	Thriller	Fear,1996
663	Comedy	Kids,in,the,Hall:,Brain,Candy,1996
664	Comedy	Faithful,1996
665	War	Underground,1995
666	Drama	All,Things,Fair,1996
667	Action	Bloodsport,2,1995
668	Drama	Pather,Panchali,1955
669	Drama	Aparajito,1956
670	Drama	World,of,Apu,The,Apur,Sansar,1959
671	Comedy,Sci-Fi	Mystery,Science,Theater,3000:,The,Movie,1996
672	Drama	Tarantella,1995
673	Adventure,Animation,Children's,Comedy,Fantasy	Space,Jam,1996
674	Adventure,Sci-Fi	Barbarella,1968
675	Action,Drama,Thriller	Hostile,Intentions,1994
676	Drama	They,Bite,1996
678	Drama,Thriller	Some,Folks,Call,It,a,Sling,Blade,1993
679	Drama	Run,of,the,Country,The,1995
680	Sci-Fi	Alphaville,1965
681	Crime	Clean,Slate,Coup,de,Torchon,1981
682	Documentary,Drama	Tigrero:,A,Film,That,Was,Never,Made,1994
683	Documentary	Eye,of,Vichy,The,Oeil,de,Vichy,L',1993
684	Drama	Windows,1980
685	Drama	It's,My,Party,1995
687	Drama,Romance	Country,Life,1994
688	Action,Adventure,Comedy,War	Operation,Dumbo,Drop,1995
690	Romance	Promise,The,Versprechen,Das,1994
691	Comedy,Romance	Mrs.,Winterbourne,1996
692	Action,Sci-Fi,Thriller	Solo,1996
693	Drama	Under,the,Domin,Tree,Etz,Hadomim,Tafus,1994
694	Action	Substitute,The,1996
695	Mystery,Thriller	True,Crime,1995
696	Thriller	Butterfly,Kiss,1995
697	Drama,Romance	Feeling,Minnesota,1996
698	Drama	Delta,of,Venus,1994
699	Drama	To,Cross,the,Rubicon,1991
700	Comedy	Angus,1995
701	Drama	Daens,1992
702	Drama	Faces,1968
703	Drama	Boys,1996
704	Action,Adventure	Quest,The,1996
705	Comedy	Cosi,1996
706	Drama	Sunset,Park,1996
707	Crime,Film-Noir,Thriller	Mulholland,Falls,1996
708	Comedy,Romance	Truth,About,Cats,&,Dogs,The,1996
709	Animation,Children's	Oliver,&,Company,1988
710	Comedy	Celtic,Pride,1996
711	Adventure,Children's	Flipper,1996
712	Drama	Captives,1994
713	Drama	Of,Love,and,Shadows,1994
714	Western	Dead,Man,1995
715	Drama	Horseman,on,the,Roof,The,Hussard,sur,le,toit,Le,1995
716	Crime	Switchblade,Sisters,1975
717	Comedy	Mouth,to,Mouth,Boca,a,boca,1995
718	Comedy,Sci-Fi	Visitors,The,Les,Visiteurs,1993
719	Comedy	Multiplicity,1996
720	Animation	Wallace,&,Gromit:,The,Best,of,Aardman,Animation,1996
721	Drama	Halfmoon,Paul,Bowles,-,Halbmond,1995
722	Documentary	Haunted,World,of,Edward,D.,Wood,Jr.,The,1995
723	Drama	Two,Friends,1986
724	Drama,Horror	Craft,The,1996
725	Comedy	Great,White,Hype,The,1996
726	Drama	Last,Dance,1996
727	Documentary	War,Stories,1995
728	Comedy	Cold,Comfort,Farm,1995
729	Drama	Institute,Benjamenta,or,This,Dream,People,Call,Human,Life,1995
730	Drama	Low,Life,The,1994
731	Mystery,Thriller	Heaven's,Prisoners,1996
732	Crime	Original,Gangstas,1996
733	Action,Adventure,Thriller	Rock,The,1996
734	Comedy	Getting,Away,With,Murder,1996
735	Comedy,Horror	Cemetery,Man,Dellamorte,Dellamore,1994
736	Action,Adventure,Romance,Thriller	Twister,1996
737	Action,Sci-Fi	Barb,Wire,1996
738	Drama	Garcu,Le,1995
739	Comedy	Honigmond,1996
741	Animation,Sci-Fi	Ghost,in,the,Shell,Kokaku,kidotai,1995
742	Horror,Thriller	Thinner,1996
743	Comedy	Spy,Hard,1996
744	Drama	Brothers,in,Trouble,1995
745	Animation,Comedy,Thriller	Close,Shave,A,1995
746	Film-Noir	Force,of,Evil,1948
747	Comedy	Stupids,The,1996
748	Action,Sci-Fi,Thriller	Arrival,The,1996
749	Drama	Man,from,Down,Under,The,1943
750	Sci-Fi,War	Dr.,Strangelove,or:,How,I,Learned,to,Stop,Worrying,and,Love,the,Bomb,1963
751	Comedy	Careful,1992
752	Comedy,Romance	Vermont,Is,For,Lovers,1992
753	Comedy,Drama	Month,by,the,Lake,A,1995
754	Adventure,Children's	Gold,Diggers:,The,Secret,of,Bear,Mountain,1995
755	Children's,Drama	Kim,1950
756	Documentary	Carmen,Miranda:,Bananas,Is,My,Business,1994
757	Drama	Ashes,of,Time,1994
758	Drama	Jar,The,Khomreh,1992
759	Documentary	Maya,Lin:,A,Strong,Clear,Vision,1994
760	War	Stalingrad,1993
761	Adventure	Phantom,The,1996
762	Comedy,Crime	Striptease,1996
763	Drama	Last,of,the,High,Kings,The,a.k.a.,Summer,Fling,1996
764	Drama,Romance	Heavy,1995
765	Comedy,Drama	Jack,1996
766	Drama	I,Shot,Andy,Warhol,1996
767	Drama	Grass,Harp,The,1995
768	Drama	Someone,Else's,America,1995
769	Documentary	Marlene,Dietrich:,Shadow,and,Light,1996
770	Drama	Costa,Brava,1946
771	Comedy,Drama	Vie,est,belle,La,Life,is,Rosey,1987
772	Comedy	Quartier,Mozart,1992
773	Drama	Touki,Bouki,Journey,of,the,Hyena,1973
774	Drama	Wend,Kuuni,God's,Gift,1982
775	Horror	Spirits,of,the,Dead,Tre,Passi,nel,Delirio,1968
776	Comedy,Drama	Babyfever,1994
777	War	Pharaoh's,Army,1995
778	Drama	Trainspotting,1996
779	Drama,Romance	'Til,There,Was,You,1997
780	Action,Sci-Fi,War	Independence,Day,ID4,1996
781	Drama	Stealing,Beauty,1996
782	Thriller	Fan,The,1996
783	Animation,Children's,Musical	Hunchback,of,Notre,Dame,The,1996
784	Comedy	Cable,Guy,The,1996
785	Comedy	Kingpin,1996
786	Action,Thriller	Eraser,1996
787	Documentary	Gate,of,Heavenly,Peace,The,1995
788	Comedy,Fantasy,Romance,Sci-Fi	Nutty,Professor,The,1996
789	Drama	I,Worst,of,All,Yo,la,peor,de,todas,1990
790	Drama	An,Unforgettable,Summer,1994
791	Documentary	Last,Klezmer:,Leopold,Kozlowski,His,Life,and,Music,The,1995
792	Fantasy	Hungarian,Fairy,Tale,A,1987
793	Drama	My,Life,and,Times,With,Antonin,Artaud,En,compagnie,d'Antonin,Artaud,1993
794	Comedy,Drama	Midnight,Dancers,Sibak,1994
795	Drama	Somebody,to,Love,1994
796	Drama	Very,Natural,Thing,A,1974
797	Comedy	Old,Lady,Who,Walked,in,the,Sea,The,Vieille,qui,marchait,dans,la,mer,La,1991
798	Action,Adventure,Thriller	Daylight,1996
799	Comedy,Horror	Frighteners,The,1996
800	Drama,Mystery	Lone,Star,1996
801	Children's,Comedy	Harriet,the,Spy,1996
802	Drama,Romance	Phenomenon,1996
803	Romance	Walking,and,Talking,1996
804	Comedy,Romance	She's,the,One,1996
805	Drama	Time,to,Kill,A,1996
806	Drama	American,Buffalo,1996
807	Comedy,Romance	Rendezvous,in,Paris,Rendez-vous,de,Paris,Les,1995
808	Adventure,Children's	Alaska,1996
809	Action,Adventure	Fled,1996
810	Children's,Comedy,Fantasy	Kazaam,1996
811	Comedy	Bewegte,Mann,Der,1994
812	Drama	Magic,Hunter,1994
813	Comedy	Larger,Than,Life,1996
814	Drama	Boy,Called,Hate,A,1995
815	Action,Mystery,Thriller	Power,98,1995
816	Drama	Two,Deaths,1995
818	Comedy	Very,Brady,Sequel,A,1996
819	Comedy,Drama	Stefano,Quantestorie,1993
820	Drama	Death,in,the,Garden,Mort,en,ce,jardin,La,1956
821	Romance	Crude,Oasis,The,1995
822	Drama	Hedd,Wyn,1992
823	Drama	Collectionneuse,La,1967
824	Drama	Kaspar,Hauser,1993
825	Comedy,Romance	Echte,Kerle,1996
826	Drama	Diebinnen,1995
827	Drama	Convent,The,Convento,O,1995
828	Adventure,Children's	Adventures,of,Pinocchio,The,1996
829	Comedy,Musical	Joe's,Apartment,1996
830	Comedy	First,Wives,Club,The,1996
831	Drama	Stonewall,1995
832	Drama,Thriller	Ransom,1996
833	Comedy	High,School,High,1996
834	Comedy	Phat,Beach,1996
835	Drama	Foxfire,1996
836	Action,Adventure,Thriller	Chain,Reaction,1996
837	Children's,Comedy	Matilda,1996
838	Comedy,Drama,Romance	Emma,1996
839	Action,Thriller	Crow:,City,of,Angels,The,1996
840	Comedy	House,Arrest,1996
841	Horror	Eyes,Without,a,Face,1959
842	Horror	Tales,from,the,Crypt,Presents:,Bordello,of,Blood,1996
843	Drama	Lotto,Land,1995
844	Drama	Story,of,Xinghua,The,1993
845	Drama	Day,the,Sun,Turned,Cold,The,Tianguo,niezi,1994
846	Drama	Flirt,1995
847	Comedy,Drama	Big,Squeeze,The,1996
848	Drama	Spitfire,Grill,The,1996
849	Action,Adventure,Sci-Fi,Thriller	Escape,from,L.A.,1996
850	Crime,Drama	Cyclo,1995
851	Drama	Basquiat,1996
852	Comedy,Romance	Tin,Cup,1996
853	Drama	Dingo,1992
854	Drama	Ballad,of,Narayama,The,Narayama,Bushiko,1958
855	Drama	Every,Other,Weekend,1990
856	Comedy	Mille,bolle,blu,1993
857	Drama	Crows,and,Sparrows,1949
858	Action,Crime,Drama	Godfather,The,1972
859	Documentary	Hippie,Revolution,The,1996
860	Comedy	Maybe,Maybe,Not,Bewegte,Mann,Der,1994
861	Action,Thriller	Supercop,1992
862	Drama	Manny,&,Lo,1996
863	Comedy	Celestial,Clockwork,1994
864	Comedy,Drama	Wife,The,1995
865	Drama	Small,Faces,1995
866	Crime,Drama,Romance,Thriller	Bound,1996
867	Comedy,Crime	Carpool,1996
868	Comedy	Death,in,Brunswick,1991
869	Crime	Kansas,City,1996
870	Comedy	Gone,Fishin',1997
871	Comedy	Lover's,Knot,1996
872	Drama	Aiqing,wansui,1994
873	Drama	Shadow,of,Angels,Schatten,der,Engel,1976
874	Crime,Drama	Killer:,A,Journal,of,Murder,1995
875	Drama	Nothing,to,Lose,1994
876	Action	Police,Story,4:,Project,S,Chao,ji,ji,hua,1993
877	Drama	Girls,Town,1996
878	Drama	Bye-Bye,1995
879	Horror	Relic,The,1997
880	Sci-Fi,Thriller	Island,of,Dr.,Moreau,The,1996
881	Children's,Comedy	First,Kid,1996
882	Drama,Thriller	Trigger,Effect,The,1996
884	Drama	Sweet,Nothing,1995
885	Children's,Drama,Fantasy	Bogus,1996
886	Action	Bulletproof,1996
887	Drama	Talk,of,Angels,1998
888	Animation,Children's	Land,Before,Time,III:,The,Time,of,the,Great,Giving,1995
889	Romance	1-900,1994
890	Thriller	Baton,Rouge,1988
891	Horror,Thriller	Halloween:,The,Curse,of,Michael,Myers,1995
892	Comedy,Drama,Romance	Twelfth,Night,1996
893	Drama	Mother,Night,1996
894	Romance	Liebelei,1933
895	Drama	Venice/Venice,1992
896	Drama	Wild,Reeds,1994
897	Adventure,War	For,Whom,the,Bell,Tolls,1943
898	Comedy,Romance	Philadelphia,Story,The,1940
899	Musical,Romance	Singin',in,the,Rain,1952
900	Musical,Romance	American,in,Paris,An,1951
901	Comedy,Musical	Funny,Face,1957
902	Drama,Romance	Breakfast,at,Tiffany's,1961
903	Mystery,Thriller	Vertigo,1958
904	Mystery,Thriller	Rear,Window,1954
905	Comedy	It,Happened,One,Night,1934
906	Mystery,Thriller	Gaslight,1944
907	Comedy,Musical,Romance	Gay,Divorcee,The,1934
908	Drama,Thriller	North,by,Northwest,1959
909	Comedy,Drama	Apartment,The,1960
910	Comedy,Crime	Some,Like,It,Hot,1959
911	Comedy,Mystery,Romance,Thriller	Charade,1963
912	Drama,Romance,War	Casablanca,1942
913	Film-Noir,Mystery	Maltese,Falcon,The,1941
914	Musical,Romance	My,Fair,Lady,1964
915	Comedy,Romance	Sabrina,1954
916	Comedy,Romance	Roman,Holiday,1953
917	Children's,Drama	Little,Princess,The,1939
918	Musical	Meet,Me,in,St.,Louis,1944
919	Adventure,Children's,Drama,Musical	Wizard,of,Oz,The,1939
920	Drama,Romance,War	Gone,with,the,Wind,1939
921	Comedy	My,Favorite,Year,1982
922	Film-Noir	Sunset,Blvd.,a.k.a.,Sunset,Boulevard,1950
923	Drama	Citizen,Kane,1941
924	Drama,Mystery,Sci-Fi,Thriller	2001:,A,Space,Odyssey,1968
925	Adventure,Romance	Golden,Earrings,1947
926	Drama	All,About,Eve,1950
927	Comedy	Women,The,1939
928	Romance,Thriller	Rebecca,1940
929	Thriller	Foreign,Correspondent,1940
930	Film-Noir,Romance,Thriller	Notorious,1946
931	Mystery,Romance,Thriller	Spellbound,1945
932	Romance	Affair,to,Remember,An,1957
933	Comedy,Romance,Thriller	To,Catch,a,Thief,1955
934	Comedy	Father,of,the,Bride,1950
935	Comedy,Musical	Band,Wagon,The,1953
936	Comedy,Romance	Ninotchka,1939
937	Comedy,Romance	Love,in,the,Afternoon,1957
938	Musical	Gigi,1958
939	Comedy,Drama	Reluctant,Debutante,The,1958
940	Action,Adventure	Adventures,of,Robin,Hood,The,1938
941	Adventure	Mark,of,Zorro,The,1940
942	Crime,Film-Noir,Mystery	Laura,1944
943	Drama,Romance	Ghost,and,Mrs.,Muir,The,1947
944	Drama	Lost,Horizon,1937
945	Comedy,Musical,Romance	Top,Hat,1935
946	Comedy,Drama,War	To,Be,or,Not,to,Be,1942
947	Comedy	My,Man,Godfrey,1936
948	Drama	Giant,1956
949	Drama	East,of,Eden,1955
950	Mystery	Thin,Man,The,1934
951	Comedy	His,Girl,Friday,1940
952	Adventure,Comedy	Around,the,World,in,80,Days,1956
953	Drama	It's,a,Wonderful,Life,1946
954	Drama	Mr.,Smith,Goes,to,Washington,1939
955	Comedy	Bringing,Up,Baby,1938
956	Drama,Romance	Penny,Serenade,1941
957	Drama	Scarlet,Letter,The,1926
958	Comedy,Mystery	Lady,of,Burlesque,1943
959	Drama	Of,Human,Bondage,1934
960	Crime,Drama	Angel,on,My,Shoulder,1946
961	Drama	Little,Lord,Fauntleroy,1936
962	Crime,Drama	They,Made,Me,a,Criminal,1939
963	Musical	Inspector,General,The,1949
964	Western	Angel,and,the,Badman,1947
965	Thriller	39,Steps,The,1935
966	Drama	Walk,in,the,Sun,A,1945
967	Western	Outlaw,The,1943
968	Horror,Sci-Fi	Night,of,the,Living,Dead,1968
969	Action,Adventure,Romance,War	African,Queen,The,1951
970	Comedy,Drama	Beat,the,Devil,1954
971	Drama	Cat,on,a,Hot,Tin,Roof,1958
972	Drama	Last,Time,I,Saw,Paris,The,1954
973	Drama	Meet,John,Doe,1941
974	Drama,Romance	Algiers,1938
975	Comedy,Musical	Something,to,Sing,About,1937
976	Romance,War	Farewell,to,Arms,A,1932
977	Mystery	Moonlight,Murder,1936
978	Drama	Blue,Angel,The,Blaue,Engel,Der,1930
979	Drama,War	Nothing,Personal,1995
980	Action	In,the,Line,of,Duty,2,1987
981	Drama	Dangerous,Ground,1997
982	Drama	Picnic,1955
983	Romance	Madagascar,Skin,1995
984	Comedy,Drama	Pompatus,of,Love,The,1996
985	Documentary	Small,Wonders,1996
986	Adventure,Children's	Fly,Away,Home,1996
987	Drama,Romance	Bliss,1997
988	Comedy,Drama	Grace,of,My,Heart,1996
989	Drama	Schlafes,Bruder,Brother,of,Sleep,1995
990	Action,Adventure,Thriller	Maximum,Risk,1996
991	Drama,War	Michael,Collins,1996
992	Thriller	Rich,Man's,Wife,The,1996
993	Drama	Infinity,1996
994	Drama	Big,Night,1996
996	Action,Drama,Western	Last,Man,Standing,1996
997	Drama,Thriller	Caught,1996
998	Action,Crime	Set,It,Off,1996
999	Crime	2,Days,in,the,Valley,1996
1000	Crime	Curdled,1996
1001	Comedy	Associate,The,L'Associe1982
1002	Comedy	Ed's,Next,Move,1996
1003	Drama,Thriller	Extreme,Measures,1996
1004	Action,Thriller	Glimmer,Man,The,1996
1005	Children's,Comedy	D3:,The,Mighty,Ducks,1996
1006	Drama	Chamber,The,1996
1007	Children's,Comedy,Western	Apple,Dumpling,Gang,The,1975
1008	Western	Davy,Crockett,King,of,the,Wild,Frontier,1955
1009	Adventure,Children's,Fantasy	Escape,to,Witch,Mountain,1975
1010	Children's,Comedy	Love,Bug,The,1969
1011	Adventure,Children's,Comedy	Herbie,Rides,Again,1974
1012	Children's,Drama	Old,Yeller,1957
1013	Children's,Drama	Parent,Trap,The,1961
1014	Children's,Comedy,Drama	Pollyanna,1960
1015	Adventure,Children's	Homeward,Bound:,The,Incredible,Journey,1993
1016	Children's,Comedy	Shaggy,Dog,The,1959
1017	Adventure,Children's	Swiss,Family,Robinson,1960
1018	Children's,Comedy,Mystery	That,Darn,Cat!,1965
1019	Adventure,Children's,Fantasy,Sci-Fi	20000,Leagues,Under,the,Sea,1954
1020	Comedy	Cool,Runnings,1993
1021	Children's,Comedy	Angels,in,the,Outfield,1994
1022	Animation,Children's,Musical	Cinderella,1950
1023	Animation,Children's	Winnie,the,Pooh,and,the,Blustery,Day,1968
1024	Animation,Children's,Musical	Three,Caballeros,The,1945
1025	Animation,Children's	Sword,in,the,Stone,The,1963
1026	Children's,Drama	So,Dear,to,My,Heart,1949
1027	Drama	Robin,Hood:,Prince,of,Thieves,1991
1028	Children's,Comedy,Musical	Mary,Poppins,1964
1029	Animation,Children's,Musical	Dumbo,1941
1030	Adventure,Animation,Children's,Musical	Pete's,Dragon,1977
1031	Adventure,Children's,Musical	Bedknobs,and,Broomsticks,1971
1032	Animation,Children's,Musical	Alice,in,Wonderland,1951
1033	Animation,Children's	Fox,and,the,Hound,The,1981
1034	Crime	Freeway,1996
1035	Musical	Sound,of,Music,The,1965
1036	Action,Thriller	Die,Hard,1988
1037	Action,Sci-Fi,Thriller	Lawnmower,Man,The,1992
1038	Drama	Unhook,the,Stars,1996
1039	Documentary	Synthetic,Pleasures,1995
1040	Drama	Secret,Agent,The,1996
1041	Drama	Secrets,&,Lies,1996
1042	Comedy	That,Thing,You,Do!,1996
1043	Drama,Romance	To,Gillian,on,Her,37th,Birthday,1996
1044	Drama	Surviving,Picasso,1996
1045	Comedy,Drama	Love,Is,All,There,Is,1996
1046	Drama,Romance	Beautiful,Thing,1996
1047	Action,Thriller	Long,Kiss,Goodnight,The,1996
1049	Action,Adventure	Ghost,and,the,Darkness,The,1996
1050	Documentary,Drama	Looking,for,Richard,1996
1051	Drama	Trees,Lounge,1996
1052	Drama	Proprietor,The,1996
1053	Crime,Drama	Normal,Life,1996
1054	Drama	Get,on,the,Bus,1996
1055	Thriller	Shadow,Conspiracy,1997
1056	Drama	Jude,1996
1057	Comedy,Musical,Romance	Everyone,Says,I,Love,You,1996
1058	Drama	Bitter,Sugar,Azucar,Amargo,1996
1059	Drama,Romance	William,Shakespeare's,Romeo,and,Juliet,1996
1060	Comedy,Drama	Swingers,1996
1061	Crime,Drama	Sleepers,1996
1062	Drama	Sunchaser,The,1996
1063	Drama	Johns,1996
1064	Animation,Children's,Comedy	Aladdin,and,the,King,of,Thieves,1996
1065	Mystery	Woman,in,Question,The,1950
1066	Comedy,Musical,Romance	Shall,We,Dance?,1937
1067	Comedy,Musical,Romance	Damsel,in,Distress,A,1937
1068	Crime,Film-Noir	Crossfire,1947
1069	Film-Noir,Thriller	Murder,My,Sweet,1944
1070	Adventure	Macao,1952
1071	Romance,War	For,the,Moment,1994
1073	Adventure,Children's,Comedy,Fantasy	Willy,Wonka,and,the,Chocolate,Factory,1971
1075	Comedy	Sexual,Life,of,the,Belgians,The,1994
1076	Thriller	Innocents,The,1961
1077	Comedy,Sci-Fi	Sleeper,1973
1078	Comedy,War	Bananas,1971
1079	Comedy	Fish,Called,Wanda,A,1988
1080	Comedy	Monty,Python's,Life,of,Brian,1979
1081	Comedy,Musical	Victor/Victoria,1982
1082	Drama	Candidate,The,1972
1083	Comedy,Musical	Great,Race,The,1965
1084	Crime,Drama	Bonnie,and,Clyde,1967
1085	Adventure,Drama	Old,Man,and,the,Sea,The,1958
1086	Mystery,Thriller	Dial,M,for,Murder,1954
1087	Musical	Madame,Butterfly,1995
1088	Musical,Romance	Dirty,Dancing,1987
1089	Crime,Thriller	Reservoir,Dogs,1992
1090	Drama,War	Platoon,1986
1091	Comedy	Weekend,at,Bernie's,1989
1092	Mystery,Thriller	Basic,Instinct,1992
1093	Drama,Musical	Doors,The,1991
1094	Drama,Romance,War	Crying,Game,The,1992
1095	Drama	Glengarry,Glen,Ross,1992
1096	Drama	Sophie's,Choice,1982
1097	Children's,Drama,Fantasy,Sci-Fi	E.T.,the,Extra-Terrestrial,1982
1098	Comedy	Search,for,One-eye,Jimmy,The,1996
1099	Drama	Christmas,Carol,A,1938
1100	Action,Romance	Days,of,Thunder,1990
1101	Action,Romance	Top,Gun,1986
1102	Action	American,Strays,1996
1103	Drama	Rebel,Without,a,Cause,1955
1104	Drama	Streetcar,Named,Desire,A,1951
1105	Horror	Children,of,the,Corn,IV:,The,Gathering,1996
1106	Documentary	Leopard,Son,The,1996
1107	Comedy	Loser,1991
1108	Documentary	Prerokbe,Ognja,1995
1109	Drama	Charm's,Incidents,1996
1110	Action	Bird,of,Prey,1996
1111	Documentary	Microcosmos,Microcosmos:,Le,peuple,de,l'herbe,1996
1112	Action,Drama	Palookaville,1996
1113	Comedy	Associate,The,1996
1114	Drama	Funeral,The,1996
1115	Comedy,Drama	Sleepover,1995
1116	Drama	Single,Girl,A,La,Fille,Seule,1995
1117	Drama	Eighth,Day,The,Le,Huitième,jour,,1996
1118	Adventure,Western	Tashunga,1995
1119	Drama	Drunks,1997
1120	Drama	People,vs.,Larry,Flynt,The,1996
1121	Drama	Glory,Daze,1996
1122	Documentary	Plutonium,Circus,1995
1123	Documentary	Perfect,Candidate,A,1996
1124	Drama	On,Golden,Pond,1981
1125	Comedy	Return,of,the,Pink,Panther,The,1974
1126	Comedy,Fantasy	Drop,Dead,Fred,1991
1127	Action,Adventure,Sci-Fi,Thriller	Abyss,The,1989
1128	Horror	Fog,The,1980
1129	Action,Adventure,Sci-Fi,Thriller	Escape,from,New,York,1981
1130	Horror	Howling,The,1980
1131	Drama	Jean,de,Florette,1986
1132	Drama	Manon,of,the,Spring,Manon,des,sources,1986
1133	Comedy,Drama	Talking,About,Sex,1994
1134	Action,Drama	Johnny,100,Pesos,1993
1135	Comedy	Private,Benjamin,1980
1136	Comedy	Monty,Python,and,the,Holy,Grail,1974
1137	Romance	Hustler,White,1996
1138	Documentary	Dadetown,1995
1139	Drama	Everything,Relative,1996
1140	Drama	Entertaining,Angels:,The,Dorothy,Day,Story,1996
1141	Drama	Hoogste,tijd,1995
1142	Drama	Get,Over,It,1996
1143	Comedy	Three,Lives,and,Only,One,Death,1996
1144	Documentary	Line,King:,Al,Hirschfeld,The,1996
1145	Documentary	Snowriders,1996
1146	Comedy,Drama	Curtis's,Charm,1995
1147	Documentary	When,We,Were,Kings,1996
1148	Animation,Comedy	Wrong,Trousers,The,1993
1149	Documentary,Drama	JLG/JLG,-,autoportrait,de,décembre,1994
1150	Drama	Return,of,Martin,Guerre,The,Retour,de,Martin,Guerre,Le,1982
1151	Animation,Comedy,Thriller	Faust,1994
1152	Crime,Film-Noir,Thriller	He,Walked,by,Night,1948
1153	Film-Noir	Raw,Deal,1948
1154	Film-Noir	T-Men,1947
1155	Drama	Invitation,The,Zaproszenie,1986
1156	Drama	Children,Are,Watching,us,The,Bambini,ci,guardano,I,1942
1157	Drama	Symphonie,pastorale,La,1946
1158	Comedy	Here,Comes,Cookie,1935
1159	Romance	Love,in,Bloom,1935
1160	Comedy	Six,of,a,Kind,1934
1161	Drama	Tin,Drum,The,Blechtrommel,Die,1979
1162	Comedy	Ruling,Class,The,1972
1163	Drama	Mina,Tannenbaum,1994
1164	Drama	Two,or,Three,Things,I,Know,About,Her,1966
1165	Drama,Thriller	Bloody,Child,The,1996
1166	Comedy	Farmer,&,Chase,1995
1167	Comedy	Dear,God,1996
1168	Horror	Bad,Moon,1996
1169	Documentary	American,Dream,1990
1170	Action	Best,of,the,Best,3:,No,Turning,Back,1995
1171	Comedy	Bob,Roberts,1992
1172	Comedy,Drama,Romance	Cinema,Paradiso,1988
1173	Drama	Cook,the,Thief,His,Wife,&,Her,Lover,The,1989
1174	Comedy	Grosse,Fatigue,1994
1175	Comedy,Sci-Fi	Delicatessen,1991
1176	Drama	Double,Life,of,Veronique,The,La,Double,Vie,de,Véronique,1991
1177	Drama	Enchanted,April,1991
1178	Drama,War	Paths,of,Glory,1957
1179	Crime,Drama,Film-Noir	Grifters,The,1990
1180	Comedy	Hear,My,Song,1991
1181	Action	Shooter,The,1995
1183	Drama,Romance,War	English,Patient,The,1996
1184	Comedy,War	Mediterraneo,1991
1185	Drama	My,Left,Foot,1989
1186	Drama	Sex,Lies,and,Videotape,1989
1187	Drama	Passion,Fish,1992
1188	Comedy,Romance	Strictly,Ballroom,1992
1189	Documentary	Thin,Blue,Line,The,1988
1190	Drama	Tie,Me,Up!,Tie,Me,Down!,1990
1191	Documentary	Madonna:,Truth,or,Dare,1991
1192	Documentary	Paris,Is,Burning,1990
1193	Drama	One,Flew,Over,the,Cuckoo's,Nest,1975
1194	Comedy	Up,in,Smoke,1978
1196	Action,Adventure,Drama,Sci-Fi,War	Star,Wars:,Episode,V,-,The,Empire,Strikes,Back,1980
1197	Action,Adventure,Comedy,Romance	Princess,Bride,The,1987
1198	Action,Adventure	Raiders,of,the,Lost,Ark,1981
1199	Sci-Fi	Brazil,1985
1200	Action,Sci-Fi,Thriller,War	Aliens,1986
1201	Action,Western	Good,The,Bad,and,The,Ugly,The,1966
1202	Comedy	Withnail,and,I,1987
